name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Mary Elizabeth Mastrantonio,1,Lombard Illinois USA,17/11/1958,https://www.themoviedb.org/person/1161,104.8827483,41.8864687,-88.0201536
Robert Loggia,2,Staten Island New York USA,03/01/1930,https://www.themoviedb.org/person/1162,1807.096924,40.5834557,-74.1496048
F. Murray Abraham,2,Pittsburgh Pennsylvania USA,24/10/1939,https://www.themoviedb.org/person/1164,1981.804075,40.3693889,-80.6243098
Paul Shenar,2,Milwaukee Wisconsin USA,12/02/1936,https://www.themoviedb.org/person/1165,74.71771594,43.0349931,-87.922497
Harris Yulin,2, Los Angeles California USA,05/11/1937,https://www.themoviedb.org/person/1166,477.6106443,34.0536909,-118.242766
Pepe Serna,2,Corpus Christi Texas USA,23/07/1944,https://www.themoviedb.org/person/1169,212.790626,27.7951482,-97.3942053
Al Israel,2,Manhattan New York USA,16/04/1935,https://www.themoviedb.org/person/1171,536.2885358,40.7896239,-73.9598939
Dennis Holahan,2,Stamford Connecticut USA,07/11/1942,https://www.themoviedb.org/person/1172,68.85840209,41.0534302,-73.5387341
Mark Margolis,2,Philadelphia Pennsylvania USA ,26/11/1939,https://www.themoviedb.org/person/1173,702.5085243,39.9527237,-75.1635262
Garry Marshall,2,New York City New York USA,13/11/1934,https://www.themoviedb.org/person/1201,153.5214119,40.7127281,-74.0060152
Julia Roberts,1,Smyrna Georgia USA,28/10/1967,https://www.themoviedb.org/person/1204,4915.522166,33.883887,-84.5147454
Richard Gere,2,Philadelphia Pennsylvania USA,31/08/1949,https://www.themoviedb.org/person/1205,2067.735223,39.9527237,-75.1635262
Jason Alexander,2,Newark - New Jersey - USA,23/09/1959,https://www.themoviedb.org/person/1206,711.5138717,40.735657,-74.1723667
Ralph Bellamy,2,Chicago Illinois USA,17/06/1904,https://www.themoviedb.org/person/1208,127.525148,41.8755616,-87.6244212
Elinor Donahue,1,Tacoma Washington U.S.A,19/04/1937,https://www.themoviedb.org/person/1209,61.16980165,0,0
Hector Elizondo,2,New York City New York USA,22/12/1936,https://www.themoviedb.org/person/1210,244.131233,40.7127281,-74.0060152
Larry Miller,2,Valley Stream Long Island New York USA,15/10/1953,https://www.themoviedb.org/person/1211,696.149772,40.6815493,-73.68645927
Laura San Giacomo,1,Hoboken New Jersey USA,14/11/1962,https://www.themoviedb.org/person/1212,254.5290016,40.7433066,-74.0323752
Amy Yasbeck,1,Cincinnati Ohio USA,12/09/1962,https://www.themoviedb.org/person/1219,655.8746387,39.1014537,-84.5124602
Jeff Bridges,2,Los Angeles California USA,04/12/1949,https://www.themoviedb.org/person/1229,3320.516835,34.0536909,-118.242766
John Goodman,2,St. Louis Missouri USA,20/06/1952,https://www.themoviedb.org/person/1230,2430.458393,38.6264256,-90.1995853
Julianne Moore,1,Fayetteville North Carolina USA,03/12/1960,https://www.themoviedb.org/person/1231,3001.168137,35.0525759,-78.878292
David Huddleston,2,Vinton Virginia USA,17/09/1930,https://www.themoviedb.org/person/1232,86.41156636,37.2809707,-79.8969819
Philip Seymour Hoffman,2,Fairport New York USA,23/07/1967,https://www.themoviedb.org/person/1233,1412.317285,43.0993,-77.443014
Tara Reid,1,Wyckoff New Jersey USA,08/11/1975,https://www.themoviedb.org/person/1234,227.1673207,41.0095417,-74.1729222
Mark Pellegrino,2,Los Angeles California USA,09/04/1965,https://www.themoviedb.org/person/1236,528.5975011,34.0536909,-118.242766
Jack Kehler,2,Philadelphia Pennsylvania USA ,22/05/1946,https://www.themoviedb.org/person/1240,228.6588076,39.9527237,-75.1635262
John Turturro,2,Brooklyn New York USA,28/02/1957,https://www.themoviedb.org/person/1241,972.3199554,40.6526006,-73.9497211
Scarlett Johansson,1,New York City New York USA,22/11/1984,https://www.themoviedb.org/person/1245,8599.658183,40.7127281,-74.0060152
Kevin Costner,2, Lynwood California USA,18/01/1955,https://www.themoviedb.org/person/1269,2491.525382,33.924831,-118.2024154
Charles Martin Smith,2,Van Nuys California USA,30/10/1953,https://www.themoviedb.org/person/1270,237.7990758,34.1866193,-118.4486675
Richard Bradford,2,Tyler Texas USA,10/11/1937,https://www.themoviedb.org/person/1272,43.24374111,32.3512601,-95.3010624
Jack Kehoe,2,New York City New York USA,21/11/1934,https://www.themoviedb.org/person/1273,147.2454314,40.7127281,-74.0060152
Brad Sullivan,2,Chicago Illinois USA,18/11/1931,https://www.themoviedb.org/person/1274,85.83887152,41.8755616,-87.6244212
Billy Drago,2,Hugoton Kansas USA,18/07/1946,https://www.themoviedb.org/person/1275,59.88755613,37.1753025,-101.349602
Patricia Clarkson,1,New Orleans Louisiana USA,29/12/1959,https://www.themoviedb.org/person/1276,1089.881834,29.9759983,-90.0782127
Don Harvey,2,St. Clair Shores Michigan USA,31/05/1960,https://www.themoviedb.org/person/1280,204.7745314,42.4969652,-82.8890965
AnnaSophia Robb,1,Denver Colorado USA,08/12/1993,https://www.themoviedb.org/person/1285,246.7005127,39.7392364,-104.9848623
Jordan Fry,2,Spokane Washington USA,07/06/1993,https://www.themoviedb.org/person/1290,86.84025251,47.6571934,-117.4235106
Missi Pyle,1,Houston Texas USA,16/11/1972,https://www.themoviedb.org/person/1294,551.2577096,29.7589382,-95.3676974
Sean Astin,2,Santa Monica California USA,25/02/1971,https://www.themoviedb.org/person/1328,545.8664551,34.0194704,-118.4912273
Brad Dourif,2,Huntington West Virginia USA,18/03/1950,https://www.themoviedb.org/person/1370,549.2892428,38.4192496,-82.445154
Jerry Garcia,2,San Francisco California U.S.,01/08/1942,https://www.themoviedb.org/person/1442,2.589814989,0,0
Paul Kantner,2,San Francisco California USA,17/03/1941,https://www.themoviedb.org/person/1445,3.393306565,37.7790262,-122.419906
Bernie Leadon,2,Minneapolis Minnesota USA,19/07/1947,https://www.themoviedb.org/person/1449,0.790434346,44.9772995,-93.2654692
Grace Slick,1,Highland Park Illinois USA,30/10/1939,https://www.themoviedb.org/person/1456,2.878253913,42.1816919,-87.8003438
Frank Terry,2,Rapid City South Dakota USA,05/07/1938,https://www.themoviedb.org/person/1457,0.768331445,44.0869329,-103.2274481
Ike Turner,2,Clarksdale Mississippi USA,05/11/1931,https://www.themoviedb.org/person/1458,1.181915263,34.2006479,-90.5702071
Tina Turner,1,Nutbush Tennessee USA,26/11/1939,https://www.themoviedb.org/person/1459,25.57785448,35.698133,-89.408128
George Clooney,2,Lexington Kentucky USA,06/05/1961,https://www.themoviedb.org/person/1461,7212.519005,38.0464066,-84.4970393
Tim Blake Nelson,2,Tulsa Oklahoma USA,11/05/1964,https://www.themoviedb.org/person/1462,536.9619569,36.13334,-95.9224992
Chris Thomas King,2,Baton Rouge Louisiana USA,14/10/1962,https://www.themoviedb.org/person/1465,28.74486194,30.4459596,-91.18738
Charles Durning,2,Highland Falls New York USA,28/02/1923,https://www.themoviedb.org/person/1466,391.458731,41.3692605,-73.9662504
J.R. Horne,2,Paris Texas USA,05/01/1944,https://www.themoviedb.org/person/1468,89.46798066,33.6617962,-95.555513
Wayne Duvall,2,Silver Spring Maryland USA,29/05/1958,https://www.themoviedb.org/person/1470,238.6531194,38.9997621,-77.0240371
Ed Gale,2,Plainwell Michigan USA,23/08/1963,https://www.themoviedb.org/person/1471,77.72119341,42.4400357,-85.6489035
Ray McKinnon,2,Adel Georgia USA,15/11/1957,https://www.themoviedb.org/person/1472,343.0991829,31.1371358,-83.4234936
Daniel von Bargen,2,Cincinnati Ohio USA,05/06/1950,https://www.themoviedb.org/person/1473,448.1367276,39.1014537,-84.5124602
Mia Tate,1,Utah USA,,https://www.themoviedb.org/person/1474,19.43316937,39.4225192,-111.714358
Christy Taylor,1,Anchorage Alaska USA,29/06/1974,https://www.themoviedb.org/person/1476,21.42943101,61.2163129,-149.894852
Frank Collison,2,Evanston Illinois USA,14/02/1950,https://www.themoviedb.org/person/1479,139.1744633,42.0447388,-87.6930459
Quinn Gasaway,2,USA,22/03/1992,https://www.themoviedb.org/person/1480,19.166912,39.7837304,-100.445882
Lee Weaver,2,Fort Lauderdale Florida USA,10/04/1930,https://www.themoviedb.org/person/1481,106.2639145,26.1223084,-80.1433786
T Bone Burnett,2,St. Louis Missouri USA,14/01/1948,https://www.themoviedb.org/person/1483,1.698226443,38.6264256,-90.1995853
Bob Dylan,2,Duluth Minnesota USA,24/05/1941,https://www.themoviedb.org/person/1487,12.10593973,46.7729322,-92.1251218
Bob Neuwirth,2,Akron Ohio USA,20/06/1939,https://www.themoviedb.org/person/1489,0.814975645,41.083064,-81.518485
Joan Baez,1,Staten Island New York USA,09/01/1941,https://www.themoviedb.org/person/1490,6.173867229,40.5834557,-74.1496048
Leila Hyams,1,New York City New York USA,01/05/1905,https://www.themoviedb.org/person/1507,7.541730028,40.7127281,-74.0060152
Roscoe Ates,2,Grange Mississippi USA,1895-01-20,https://www.themoviedb.org/person/1509,36.1597166,33.3726166,-91.1037192
Schlitzie,2,The Bronx New York City New York USA,10/09/1901,https://www.themoviedb.org/person/1516,6.399773035,40.8506558,-73.8665241
Koo Koo,0,Minnehaha Falls Georgia USA,,https://www.themoviedb.org/person/1519,5.472709725,0,0
Peter Robinson,2,Springfield Massachusetts USA,1874-04-06,https://www.themoviedb.org/person/1523,5.472709725,42.1018764,-72.5886727
Bill Murray,2,Wilmette Illinois USA,21/09/1950,https://www.themoviedb.org/person/1532,7034.159177,42.0717994,-87.7277639
Andie MacDowell,1,Gaffney South Carolina USA,21/04/1958,https://www.themoviedb.org/person/1533,1028.565949,35.0717945,-81.6498195
Chris Elliott,2,New York City New York USA,31/05/1960,https://www.themoviedb.org/person/1534,196.8739871,40.7127281,-74.0060152
Brian Doyle-Murray,2,Chicago Illinois USA,31/10/1945,https://www.themoviedb.org/person/1535,196.3901588,41.8755616,-87.6244212
Marita Geraghty,1,Chicago Illinois USA,26/03/1962,https://www.themoviedb.org/person/1536,57.27874906,41.8755616,-87.6244212
Angela Paton,1,Brooklyn New York City New York USA,11/01/1930,https://www.themoviedb.org/person/1537,112.4912656,40.6526006,-73.9497211
Willie Garson,2,Highland Park New Jersey USA,20/02/1964,https://www.themoviedb.org/person/1542,648.2824031,40.4959379,-74.4243178
Helen Chandler,1,Charleston South Carolina USA,01/02/1906,https://www.themoviedb.org/person/1548,5.310910198,32.7876012,-79.9402728
Dwight Frye,2,Salina Kansas USA,1899-02-22,https://www.themoviedb.org/person/1549,21.97020483,38.8402805,-97.6114237
Edward Van Sloan,2,Chaska Minnesota USA,1882-11-01,https://www.themoviedb.org/person/1550,67.530272,44.7894072,-93.6021791
Holmes Osborne,2,Kansas City Missouri USA ,07/11/1947,https://www.themoviedb.org/person/1578,447.9067978,39.100105,-94.5781416
Maggie Gyllenhaal,1,Lower East Side New York City New York USA,16/11/1977,https://www.themoviedb.org/person/1579,759.7417818,40.7159357,-73.9868057
Daveigh Chase,1,Las Vegas Nevada USA,24/07/1990,https://www.themoviedb.org/person/1580,239.0666013,36.1672559,-115.148516
Mary McDonnell,1,Wilkes-Barre Pennsylvania USA,28/04/1952,https://www.themoviedb.org/person/1581,2939.636353,41.2464824,-75.8817316
James Duval,2,Detroit Michigan USA,10/09/1972,https://www.themoviedb.org/person/1582,445.7440233,42.3315509,-83.0466403
Patience Cleveland,1,New York City New York USA,23/05/1931,https://www.themoviedb.org/person/1585,15.9639911,40.7127281,-74.0060152
David St. James,2,Honolulu Hawaii USA,04/09/1947,https://www.themoviedb.org/person/1598,142.7775318,21.2890997,-157.717299
Lee Arenberg,2,Palo Alto California USA,18/07/1962,https://www.themoviedb.org/person/1710,722.1933239,37.4443293,-122.1598465
Isaac C. Singleton Jr.,2,Melbourne Florida USA,13/08/1967,https://www.themoviedb.org/person/1717,137.2724172,28.106471,-80.6371513
Nick Nolte,2,Omaha Nebraska USA,08/02/1941,https://www.themoviedb.org/person/1733,1111.074114,41.2587459,-95.9383758
Annette O'Toole,1,Houston Texas USA,01/04/1952,https://www.themoviedb.org/person/1734,19.09281616,29.7589382,-95.3676974
Frank McRae,2,Memphis Tennessee USA,03/06/1942,https://www.themoviedb.org/person/1735,71.5770589,35.1490215,-90.0516285
James Remar,2,Boston Massachusetts USA,31/12/1953,https://www.themoviedb.org/person/1736,667.6383279,42.3554334,-71.060511
David Patrick Kelly,2,Detroit Michigan USA,23/01/1951,https://www.themoviedb.org/person/1737,510.238361,42.3315509,-83.0466403
James Keane,2,Buffalo New York USA,26/09/1952,https://www.themoviedb.org/person/1739,98.65922656,42.8867166,-78.8783922
Greta Blackburn,1,California USA,08/03/1956,https://www.themoviedb.org/person/1741,7.873981464,36.7014631,-118.755997
Margot Rose,1,Pittsburgh Pennsylvania USA,17/07/1956,https://www.themoviedb.org/person/1742,14.54906764,40.3693889,-80.6243098
Denise Crosby,1,Hollywood California USA,24/11/1957,https://www.themoviedb.org/person/1743,174.0008866,34.0980031,-118.329523
Leonard Nimoy,2,Boston Massachusetts USA,26/03/1931,https://www.themoviedb.org/person/1749,2103.422459,42.3554334,-71.060511
DeForest Kelley,2,Atlanta Georgia USA,20/01/1920,https://www.themoviedb.org/person/1750,83.54144863,33.7489924,-84.3902644
George Takei,2,Los Angeles California USA,20/04/1937,https://www.themoviedb.org/person/1752,190.4991642,34.0536909,-118.242766
Nichelle Nichols,1,Robbins Illinois USA,28/12/1932,https://www.themoviedb.org/person/1753,114.7386934,41.6439227,-87.7036602
Walter Koenig,2,Chicago Illinois USA,14/09/1936,https://www.themoviedb.org/person/1754,146.502147,41.8755616,-87.6244212
Majel Barrett,1,Columbus Ohio USA,23/02/1932,https://www.themoviedb.org/person/1755,120.5084577,39.9622601,-83.0007065
Stephen Collins,2,Des Moines Iowa USA,01/10/1947,https://www.themoviedb.org/person/1756,83.20813855,41.5910323,-93.6046655
Grace Lee Whitney,1,Ann Arbor Michigan USA,01/04/1930,https://www.themoviedb.org/person/1759,23.86453104,42.2681569,-83.7312291
Giovanni Ribisi,2,Los Angeles California USA,17/12/1974,https://www.themoviedb.org/person/1771,3044.36171,34.0536909,-118.242766
Anna Faris,1,Baltimore Maryland USA,29/11/1976,https://www.themoviedb.org/person/1772,1102.040028,39.2908816,-76.610759
Merritt Butrick,2,Gainesville Florida USA,03/09/1959,https://www.themoviedb.org/person/1795,60.9705489,29.6519684,-82.3249846
Kirstie Alley,1,Wichita Kansas USA,12/01/1951,https://www.themoviedb.org/person/1796,141.9295893,37.6922361,-97.3375448
Randy Quaid,2,Houston Texas USA,01/10/1950,https://www.themoviedb.org/person/1811,370.1710492,29.7589382,-95.3676974
Michelle Williams,1,Kalispell Montana USA,09/09/1980,https://www.themoviedb.org/person/1812,1348.203723,48.202158,-114.315321
Anne Hathaway,1,Brooklyn New York  USA,12/11/1982,https://www.themoviedb.org/person/1813,8395.535742,40.6526006,-73.9497211
Linda Cardellini,1,Redwood City California USA,25/06/1975,https://www.themoviedb.org/person/1817,725.8054875,37.4863239,-122.232523
Paul Winfield,2,Los Angeles California USA,22/05/1939,https://www.themoviedb.org/person/1818,219.185749,34.0536909,-118.242766
Carl Steven,2,Glendale California USA,07/11/1974,https://www.themoviedb.org/person/1829,22.8070474,34.1469416,-118.2478471
Stephen Manley,2,Los Angeles California USA,13/02/1965,https://www.themoviedb.org/person/1831,5.66463527,34.0536909,-118.242766
Matt Damon,2,Boston Massachusetts USA,08/10/1970,https://www.themoviedb.org/person/1892,5654.378872,42.3554334,-71.060511
Casey Affleck,2,Falmouth Massachusetts USA,12/08/1975,https://www.themoviedb.org/person/1893,8630.270618,41.5514979,-70.6147519
Scott Caan,2,Los Angeles California USA,23/08/1976,https://www.themoviedb.org/person/1894,235.2697538,34.0536909,-118.242766
Carl Reiner,2,The Bronx New York City New York USA,20/03/1922,https://www.themoviedb.org/person/1895,184.6712289,40.8506558,-73.8665241
Don Cheadle,2,Kansas City Missouri USA ,29/11/1964,https://www.themoviedb.org/person/1896,4252.330145,39.100105,-94.5781416
Bernie Mac,2,Chicago Illinois USA,05/10/1957,https://www.themoviedb.org/person/1897,326.9949209,41.8755616,-87.6244212
Eddie Jemison,2, New Orleans Louisiana USA,01/01/1963,https://www.themoviedb.org/person/1898,318.5568777,29.9759983,-90.0782127
Dianne Wiest,1,Kansas City Missouri USA ,28/03/1948,https://www.themoviedb.org/person/1902,2194.240236,39.100105,-94.5781416
Alan Arkin,2,New York City New York USA,26/03/1934,https://www.themoviedb.org/person/1903,2205.014505,40.7127281,-74.0060152
Anthony Michael Hall,2,Boston Massachusetts USA,14/04/1968,https://www.themoviedb.org/person/1904,1758.878951,42.3554334,-71.060511
Vincent Price,2,St. Louis Missouri USA,27/05/1911,https://www.themoviedb.org/person/1905,324.4753363,38.6264256,-90.1995853
Scott L. Schwartz,2,Philadelphia Pennsylvania USA,16/03/1959,https://www.themoviedb.org/person/1906,248.7241011,39.9527237,-75.1635262
Kathy Baker,1,Midland Texas USA,08/06/1950,https://www.themoviedb.org/person/1907,956.1655098,31.9973662,-102.0779482
Robert Oliveri,2,Los Angeles California USA,28/04/1978,https://www.themoviedb.org/person/1908,215.1382716,34.0536909,-118.242766
Conchata Ferrell,1,Charleston West Virginia USA,28/03/1943,https://www.themoviedb.org/person/1909,638.0180365,38.3505995,-81.6332812
Caroline Aaron,1,Richmond Virginia USA,07/08/1952,https://www.themoviedb.org/person/1910,1388.829288,37.5385087,-77.43428
Dick Anthony Williams,2,Chicago Illinois USA,09/08/1934,https://www.themoviedb.org/person/1911,254.0537379,41.8755616,-87.6244212
O-Lan Jones,1,Los Angeles California USA ,23/05/1950,https://www.themoviedb.org/person/1912,262.9439704,34.0536909,-118.242766
Susan Blommaert,1,USA,13/10/1947,https://www.themoviedb.org/person/1913,153.3536152,39.7837304,-100.445882
Winona Ryder,1,Winona Minnesota USA,29/10/1971,https://www.themoviedb.org/person/1920,2452.012931,43.9582272,-91.7807784
George Peppard,2,Detroit Michigan USA,01/10/1928,https://www.themoviedb.org/person/1933,26.49052337,42.3315509,-83.0466403
Patricia Neal,1,Packard Kentucky USA,20/01/1926,https://www.themoviedb.org/person/1934,101.0696706,36.6675831,-84.0557626
Buddy Ebsen,2,Belleville Illinois USA,02/04/1908,https://www.themoviedb.org/person/1935,26.16834016,38.5200504,-89.9839935
